areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumDeaths60DaysByDeathDate,cumPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate
E92000001,England,nation,2020-09-18,344004,41244,,,
E92000001,England,nation,2020-09-17,339732,41220,,,
E92000001,England,nation,2020-09-16,335794,41188,,,
E92000001,England,nation,2020-09-15,332051,41160,,,
E92000001,England,nation,2020-09-14,329012,41140,,,
E92000001,England,nation,2020-09-13,326120,41122,,,
E92000001,England,nation,2020-09-12,324412,41103,,,
E92000001,England,nation,2020-09-11,322207,41077,,,
E92000001,England,nation,2020-09-10,319350,41062,,,
E92000001,England,nation,2020-09-09,316254,41044,,,
E92000001,England,nation,2020-09-08,313405,41028,,,
E92000001,England,nation,2020-09-07,310403,41009,,,
E92000001,England,nation,2020-09-06,306944,40988,,,
E92000001,England,nation,2020-09-05,304888,40974,,,
E92000001,England,nation,2020-09-04,302699,40954,,,
E92000001,England,nation,2020-09-03,300108,40940,,,
E92000001,England,nation,2020-09-02,297446,40928,,,
E92000001,England,nation,2020-09-01,294829,40913,,,
E92000001,England,nation,2020-08-31,292901,40900,,,
E92000001,England,nation,2020-08-30,291640,40883,,,
E92000001,England,nation,2020-08-29,290665,40875,,,
E92000001,England,nation,2020-08-28,289625,40863,,,
E92000001,England,nation,2020-08-27,288243,40853,,,
E92000001,England,nation,2020-08-26,286919,40839,,,
E92000001,England,nation,2020-08-25,285783,40820,,,
E92000001,England,nation,2020-08-24,284722,40803,,,
E92000001,England,nation,2020-08-23,283591,40793,,,
E92000001,England,nation,2020-08-22,282894,40775,,,
E92000001,England,nation,2020-08-21,282179,40762,,,
E92000001,England,nation,2020-08-20,281170,40751,,,
E92000001,England,nation,2020-08-19,279951,40736,,,
E92000001,England,nation,2020-08-18,278877,40728,,,
E92000001,England,nation,2020-08-17,277953,40715,,,
E92000001,England,nation,2020-08-16,276818,40692,,,
E92000001,England,nation,2020-08-15,276288,40678,,,
E92000001,England,nation,2020-08-14,275645,40655,,,
E92000001,England,nation,2020-08-13,274608,40637,,,
E92000001,England,nation,2020-08-12,273588,40622,,,
E92000001,England,nation,2020-08-11,272493,40601,,,
E92000001,England,nation,2020-08-10,271281,40576,,,
E92000001,England,nation,2020-08-09,269932,40555,,,
E92000001,England,nation,2020-08-08,269377,40537,,,
E92000001,England,nation,2020-08-07,268741,40514,,,
E92000001,England,nation,2020-08-06,267876,40494,,,
E92000001,England,nation,2020-08-05,266896,40474,,,
E92000001,England,nation,2020-08-04,265954,40462,,,
E92000001,England,nation,2020-08-03,265034,40439,,,
E92000001,England,nation,2020-08-02,264099,40420,,,
E92000001,England,nation,2020-08-01,263587,40401,,,
E92000001,England,nation,2020-07-31,263093,40383,,,
E92000001,England,nation,2020-07-30,262467,40352,,,
E92000001,England,nation,2020-07-29,261610,40338,,,
E92000001,England,nation,2020-07-28,260638,40316,,,
E92000001,England,nation,2020-07-27,259860,40289,,,
E92000001,England,nation,2020-07-26,259053,40268,,,
E92000001,England,nation,2020-07-25,258538,40238,,,
E92000001,England,nation,2020-07-24,258046,40212,,,
E92000001,England,nation,2020-07-23,257329,40196,,,
E92000001,England,nation,2020-07-22,256601,40164,,,
E92000001,England,nation,2020-07-21,255855,40126,,,
E92000001,England,nation,2020-07-20,255165,40092,,,
E92000001,England,nation,2020-07-19,254412,40055,,,
E92000001,England,nation,2020-07-18,253998,40027,,,
E92000001,England,nation,2020-07-17,253531,39994,,,
E92000001,England,nation,2020-07-16,252984,39953,,,
E92000001,England,nation,2020-07-15,252344,39926,,,
E92000001,England,nation,2020-07-14,251619,39879,,,
E92000001,England,nation,2020-07-13,250967,39841,,,
E92000001,England,nation,2020-07-12,250278,39795,,,
E92000001,England,nation,2020-07-11,249925,39764,,,
E92000001,England,nation,2020-07-10,249506,39719,,,
E92000001,England,nation,2020-07-09,248986,39680,,,
E92000001,England,nation,2020-07-08,248303,39615,,,
E92000001,England,nation,2020-07-07,247632,39565,,,
E92000001,England,nation,2020-07-06,247074,39514,,,
E92000001,England,nation,2020-07-05,246418,39455,,,
E92000001,England,nation,2020-07-04,245878,39406,,,
E92000001,England,nation,2020-07-03,245490,39346,,,
E92000001,England,nation,2020-07-02,244948,39294,,,
E92000001,England,nation,2020-07-01,244382,39230,,,
E92000001,England,nation,2020-06-30,243766,39184,,,
E92000001,England,nation,2020-06-29,243194,39108,,,
E92000001,England,nation,2020-06-28,242527,39042,,,
E92000001,England,nation,2020-06-27,242117,38958,,,
E92000001,England,nation,2020-06-26,241613,38889,,,
E92000001,England,nation,2020-06-25,240973,38797,,,
E92000001,England,nation,2020-06-24,240337,38687,,,
E92000001,England,nation,2020-06-23,239609,38587,,,
E92000001,England,nation,2020-06-22,238881,38480,,,
E92000001,England,nation,2020-06-21,238067,38388,,,
E92000001,England,nation,2020-06-20,237517,38312,,,
E92000001,England,nation,2020-06-19,236889,38223,,,
E92000001,England,nation,2020-06-18,236068,38140,,,
E92000001,England,nation,2020-06-17,235125,38046,,,
E92000001,England,nation,2020-06-16,234215,37952,,,
E92000001,England,nation,2020-06-15,233222,37844,,,
E92000001,England,nation,2020-06-14,232286,37736,,,
E92000001,England,nation,2020-06-13,231542,37608,,,
E92000001,England,nation,2020-06-12,230753,37515,,,
E92000001,England,nation,2020-06-11,229808,37391,,,
E92000001,England,nation,2020-06-10,228896,37276,,,
E92000001,England,nation,2020-06-09,227817,37132,,,
E92000001,England,nation,2020-06-08,226764,36982,,,
E92000001,England,nation,2020-06-07,225773,36830,,,
E92000001,England,nation,2020-06-06,225107,36676,,,
E92000001,England,nation,2020-06-05,224383,36527,,,
E92000001,England,nation,2020-06-04,223360,36360,,,
E92000001,England,nation,2020-06-03,222215,36194,,,
E92000001,England,nation,2020-06-02,220977,36020,,,
E92000001,England,nation,2020-06-01,219629,35810,,,
E92000001,England,nation,2020-05-31,218318,35628,,,
E92000001,England,nation,2020-05-30,217330,35456,,,
E92000001,England,nation,2020-05-29,216334,35263,,,
E92000001,England,nation,2020-05-28,214962,35043,,,
E92000001,England,nation,2020-05-27,213391,34810,,,
E92000001,England,nation,2020-05-26,211782,34588,,,
E92000001,England,nation,2020-05-25,210334,34332,,,
E92000001,England,nation,2020-05-24,208958,34099,,,
E92000001,England,nation,2020-05-23,207758,33894,,,
E92000001,England,nation,2020-05-22,206457,33641,,,
E92000001,England,nation,2020-05-21,204664,33395,,,
E92000001,England,nation,2020-05-20,202397,33140,,,
E92000001,England,nation,2020-05-19,200054,32849,,,
E92000001,England,nation,2020-05-18,197469,32578,,,
E92000001,England,nation,2020-05-17,195265,32263,,,
E92000001,England,nation,2020-05-16,193678,31985,,,
E92000001,England,nation,2020-05-15,191911,31669,,,
E92000001,England,nation,2020-05-14,189783,31353,,,
E92000001,England,nation,2020-05-13,187576,31020,,,
E92000001,England,nation,2020-05-12,184692,30708,,,
E92000001,England,nation,2020-05-11,181774,30385,,,
E92000001,England,nation,2020-05-10,178715,30070,,,
E92000001,England,nation,2020-05-09,176715,29718,,,
E92000001,England,nation,2020-05-08,174922,29344,,,
E92000001,England,nation,2020-05-07,172301,28965,,,
E92000001,England,nation,2020-05-06,169100,28522,,,
E92000001,England,nation,2020-05-05,165841,28088,,,
E92000001,England,nation,2020-05-04,162705,27652,,,
E92000001,England,nation,2020-05-03,159861,27203,,,
E92000001,England,nation,2020-05-02,157230,26779,,,
E92000001,England,nation,2020-05-01,154489,26322,,,
E92000001,England,nation,2020-04-30,150402,25813,,,
E92000001,England,nation,2020-04-29,146095,25303,,,
E92000001,England,nation,2020-04-28,141371,24781,,,
E92000001,England,nation,2020-04-27,137263,24251,,,
E92000001,England,nation,2020-04-26,133236,23727,,,
E92000001,England,nation,2020-04-25,130104,23150,,,
E92000001,England,nation,2020-04-24,126736,22576,,,
E92000001,England,nation,2020-04-23,122388,21949,,,
E92000001,England,nation,2020-04-22,117833,21337,,,
E92000001,England,nation,2020-04-21,113039,20685,,,
E92000001,England,nation,2020-04-20,109065,20029,,,
E92000001,England,nation,2020-04-19,105393,19333,,,
E92000001,England,nation,2020-04-18,101922,18641,,,
E92000001,England,nation,2020-04-17,97817,17924,,,
E92000001,England,nation,2020-04-16,93755,17178,,,
E92000001,England,nation,2020-04-15,89406,16420,,,
E92000001,England,nation,2020-04-14,85191,15638,,,
E92000001,England,nation,2020-04-13,81656,14866,,,
E92000001,England,nation,2020-04-12,78232,14061,,,
E92000001,England,nation,2020-04-11,75294,13203,,,
E92000001,England,nation,2020-04-10,72237,12338,,,
E92000001,England,nation,2020-04-09,68658,11487,,,
E92000001,England,nation,2020-04-08,64600,10613,,,
E92000001,England,nation,2020-04-07,60319,9637,,,
E92000001,England,nation,2020-04-06,55750,8725,,,
E92000001,England,nation,2020-04-05,51382,7918,,,
E92000001,England,nation,2020-04-04,48308,7089,,,
E92000001,England,nation,2020-04-03,44930,6251,,,
E92000001,England,nation,2020-04-02,40851,5508,,,
E92000001,England,nation,2020-04-01,36787,4775,,,
E92000001,England,nation,2020-03-31,32670,4077,,,
E92000001,England,nation,2020-03-30,28889,3474,,,
E92000001,England,nation,2020-03-29,25379,2933,,,
E92000001,England,nation,2020-03-28,22943,2468,,,
E92000001,England,nation,2020-03-27,20575,2084,,,
E92000001,England,nation,2020-03-26,17924,1710,,,
E92000001,England,nation,2020-03-25,15321,1373,,,
E92000001,England,nation,2020-03-24,13067,1095,,,
E92000001,England,nation,2020-03-23,11041,876,,,
E92000001,England,nation,2020-03-22,9030,703,,,
E92000001,England,nation,2020-03-21,7824,550,,,
E92000001,England,nation,2020-03-20,6796,434,,,
E92000001,England,nation,2020-03-19,5712,332,,,
E92000001,England,nation,2020-03-18,4785,265,,,
E92000001,England,nation,2020-03-17,3877,198,,,
E92000001,England,nation,2020-03-16,3197,148,,,
E92000001,England,nation,2020-03-15,2654,105,,,
E92000001,England,nation,2020-03-14,2258,73,,,
E92000001,England,nation,2020-03-13,1943,53,,,
E92000001,England,nation,2020-03-12,1550,37,,,
E92000001,England,nation,2020-03-11,1135,25,,,
E92000001,England,nation,2020-03-10,783,17,,,
E92000001,England,nation,2020-03-09,555,14,,,
E92000001,England,nation,2020-03-08,430,9,,,
E92000001,England,nation,2020-03-07,380,6,,,
E92000001,England,nation,2020-03-06,325,6,,,
E92000001,England,nation,2020-03-05,252,6,,,
E92000001,England,nation,2020-03-04,206,3,,,
E92000001,England,nation,2020-03-03,157,3,,,
E92000001,England,nation,2020-03-02,103,1,,,
E92000001,England,nation,2020-03-01,65,,,,
E92000001,England,nation,2020-02-29,45,,,,
E92000001,England,nation,2020-02-28,40,,,,
E92000001,England,nation,2020-02-27,29,,,,
E92000001,England,nation,2020-02-26,22,,,,
E92000001,England,nation,2020-02-25,18,,,,
E92000001,England,nation,2020-02-24,13,,,,
E92000001,England,nation,2020-02-23,11,,,,
E92000001,England,nation,2020-02-22,10,,,,
E92000001,England,nation,2020-02-21,10,,,,
E92000001,England,nation,2020-02-20,9,,,,
E92000001,England,nation,2020-02-19,9,,,,
E92000001,England,nation,2020-02-18,9,,,,
E92000001,England,nation,2020-02-17,9,,,,
E92000001,England,nation,2020-02-16,9,,,,
E92000001,England,nation,2020-02-15,9,,,,
E92000001,England,nation,2020-02-14,9,,,,
E92000001,England,nation,2020-02-13,9,,,,
E92000001,England,nation,2020-02-12,9,,,,
E92000001,England,nation,2020-02-11,9,,,,
E92000001,England,nation,2020-02-10,8,,,,
E92000001,England,nation,2020-02-09,8,,,,
E92000001,England,nation,2020-02-08,7,,,,
E92000001,England,nation,2020-02-07,3,,,,
E92000001,England,nation,2020-02-06,3,,,,
E92000001,England,nation,2020-02-05,3,,,,
E92000001,England,nation,2020-02-04,2,,,,
E92000001,England,nation,2020-02-03,2,,,,
E92000001,England,nation,2020-02-02,2,,,,
E92000001,England,nation,2020-02-01,2,,,,
E92000001,England,nation,2020-01-31,2,,,,
E92000001,England,nation,2020-01-30,2,,,,
